Position,Track Name,Artist,date,region,id
10,Look Alive (feat. Drake),BlocBoy JB,3/15/2018,gr,4qKcDkK6siZ7Jp1Jb4m0aL
11,FRIENDS,Marshmello,3/15/2018,gr,08bNPGLD8AhKpnnERrAc6G
12,Love Lies (with Normani),Khalid,3/15/2018,gr,45Egmo7icyopuzJN0oMEdk
13,Everyday,Logic,3/15/2018,gr,4EAV2cKiqKP5UPZmY6dejk
14,Pink Lemonade,James Bay,3/15/2018,gr,6LzsmlN5UbCYytaaKZueRH
15,Oniro Mou,Yianna Terzi,3/15/2018,gr,6fbY4PL1W2ew1M3SwCHL2j
16,NBAYOUNGBOAT,Lil Yachty,3/15/2018,gr,6K2anECyrckidwf5wxS78Q
17,X,Nicky Jam,3/15/2018,gr,39N9RPD9MRb5WmoLzNzPeA
18,Contra,Logic,3/15/2018,gr,7u90MSvVyEjL0c8icaE7jl
19,she ready,Lil Yachty,3/15/2018,gr,2jey6aQoRNao7Ou9ftOXFC
20,Home With You,Madison Beer,3/15/2018,gr,11GGSyTB8cS9TgONHBOhEX
21,Psycho (feat. Ty Dolla $ign),Post Malone,3/15/2018,gr,65NwOZqoXny4JxqAPlfxRF
22,BABY DADDY,Lil Yachty,3/15/2018,gr,3ALgsy4RtDm58xl3VNoSgZ
23,Wizard Of Oz,Logic,3/15/2018,gr,2ycWek3FNNVHBhz2TcnOzZ
24,Want You Back,5 Seconds of Summer,3/15/2018,gr,2Pvr8rYuh5J8V7QglJhH6W
25,Get The Fuck Off My Dick,Vince Staples,3/15/2018,gr,2jdAqci2mLt0Njv8euSZWS
26,Plug Walk,Rich The Kid,3/15/2018,gr,0gD6lWJhbXHWNVwQziSVvl
27,Sit Next to Me - Stereotypes Remix,Foster The People,3/15/2018,gr,4v0CuFW0bEMBQ1gRn2mB3X
28,Rebel Yell,Klingande,3/15/2018,gr,7AFsTLIdPx2SELCYy1irD2
29,Ride Or Die (feat. Foster The People),The Knocks,3/15/2018,gr,3uJsg8xIH7OpWHxuJaMLJX
30,Nothing to Regret,Robinson,3/15/2018,gr,3C2xQqHVkhA1Ht17SzPRke
31,Pray For Me (with Kendrick Lamar),The Weeknd,3/15/2018,gr,4ofvoCdXq99vpMZO4Cfp8x
32,BILLY,6ix9ine,3/15/2018,gr,7bRRHQelMfrP86QYQlCsAq
33,44 More,Logic,3/15/2018,gr,3e7Y6sfFlIdBMJhX7wpqVO
34,Overnight,Logic,3/15/2018,gr,3s3VVLE1kB7Xk2AoJKlGmr
35,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,3/15/2018,gr,51rXHuKN8Loc4sUlKPODgH
36,Good Vibes,ALMA,3/15/2018,gr,1OS1168YlC3rDPBpEF5GLp
37,Mine,Bazzi,3/15/2018,gr,6tHWl8ows5JOZq9Yfaqn3M
38,Beautiful,Bazzi,3/15/2018,gr,1OilOIju6R9ia8vilNjChh
39,Paramedic!,SOB X RBE,3/15/2018,gr,2tPcTFiQF9MbVUyjZ3zDhA
40,My Life,ZHU,3/15/2018,gr,2NDZ6i6UfOUSKgFiTQKbnv
41,Grandpa's Space Ship,Logic,3/15/2018,gr,3atCD3dVosUsd3KM2yzfeC
42,Breathe,Jax Jones,3/15/2018,gr,6tvQzeCPwOytDlBYCIOY0n
43,No,Alison Wonderland,3/15/2018,gr,0xRfR3dcMGPWesfjheJzeg
44,Faded Love,Tinashe,3/15/2018,gr,5TR3sdi4QH0qwIsZ6CqJa3
45,There's a Reason,Wet,3/15/2018,gr,4ilNy4QN9MKeNifDxT6za9
46,Personal,HRVY,3/15/2018,gr,1UVuZnfWsGvS9TzZTVIkdv
47,Space for Two,Mr. Probz,3/15/2018,gr,2vNyWYQtbrgOKcSG64SZMJ
1,This Is America,Childish Gambino,5/15/2018,gr,0b9oOr2ZgvyQu88wzixux9
2,Four Out Of Five,Arctic Monkeys,5/15/2018,gr,5Z5nbOXhsSbySVC7WUc6y9
3,Fuego - Spanish Version,Eleni Foureira,5/15/2018,gr,5AGDRKnP04vviCHJOB4j9c
4,Toy,Netta,5/15/2018,gr,7vuTcvFnvlqWlWb4u60nvY
5,Lie to Me,Mikolas Josef,5/15/2018,gr,6zBdVVksaTQeAzwfszbovz
6,Tranquility Base Hotel & Casino,Arctic Monkeys,5/15/2018,gr,2URDbWGmPz3vhagl25p8OC
7,Dance You Off,Benjamin Ingrosso,5/15/2018,gr,0s3P5PImfDZYWIseR3b39D
8,Fuego,Eleni Foureira,5/15/2018,gr,22ppznuzVF9LKamaaqMMqu
9,Star Treatment,Arctic Monkeys,5/15/2018,gr,0b93tWwuoAC0nXe1CfR30I
10,Nobody But You,Cesar Sampson,5/15/2018,gr,41gxXNTTz6LNVY2LIKoRHn
11,To Kryfto,Melisses,5/15/2018,gr,4XCDaCYXPc0zJZ5ESym31k
12,Non mi avete fatto niente - ESC Version,Ermal Meta,5/15/2018,gr,1SI3Ukzq9vbi6d50pnczCN
13,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,5/15/2018,gr,4hQ6UGyWQIGJmHSo0J88JW
14,You Let Me Walk Alone,Michael Schulte,5/15/2018,gr,07qlsG6DYRLBbovwca9Vbr
15,The Ultracheese,Arctic Monkeys,5/15/2018,gr,3PhbzvTllkq1rkULafc6ns
16,Quarter Past Midnight,Bastille,5/15/2018,gr,1etiUDkISHELzQGMY79ryt
17,all the kids are depressed,Jeremy Zucker,5/15/2018,gr,75ls0gurX68lUmMjE7QcsE
18,Wait (Featuring Offset & Vory),Chantel Jeffries,5/15/2018,gr,50phRe11Y2nC2N968jVU53
19,We Got Love,Jessica Mauboy,5/15/2018,gr,7kqujRWNEBhrpYt0eV0uw5
20,That's How You Write A Song,Alexander Rybak,5/15/2018,gr,4RgfBil6aN3o26M8t3KjGH
21,Jettski Grizzley (feat. Lil Pump),Tee Grizzley,5/15/2018,gr,2VKf0WEOpq06JE5PTNr9wa
22,Viszlát nyár (Eurovision Song Contest 2018),AWS,5/15/2018,gr,5hC0zQNulh7R4R8pM6gCJ9
23,Under the Ladder,MÉLOVIN,5/15/2018,gr,0a4eEfoZEYCXte9Zk1r7YG
24,Yeah Right,Joji,5/15/2018,gr,2815rSBccLxZc67jEWBEvD
25,Oniro Mou,Yianna Terzi,5/15/2018,gr,6fbY4PL1W2ew1M3SwCHL2j
1,In My Mind,Dynoro,7/15/2018,gr,0E9ZjEAyAwOXZ7wJC0PD33
2,In My Feelings,Drake,7/15/2018,gr,0bAkKNCQfWkexHFn7fIKns
3,To Gucci Forema - MAD VMA 2018,Giorgos Mazonakis,7/15/2018,gr,3MlTIlmzAftZrG9R3ervA0
4,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,7/15/2018,gr,3DGar7krWlmrXRFHBcQF6z
5,Don’t Matter To Me,Drake,7/15/2018,gr,36ONiya0OANYknz0GgJmwB
6,Ocean (feat. Khalid),Martin Garrix,7/15/2018,gr,3nc420PXjTdBV5TN0gCFkS
7,APESHIT,The Carters,7/15/2018,gr,0E6PsO3ymCfUh7pJQjBgkj
8,Taste (feat. Offset),Tyga,7/15/2018,gr,5IaHrVsrferBYDm0bDyABy
9,Liwma,Konstantinos Argiros,7/15/2018,gr,3QjWksQkexMpCQD8TIFp7b
10,Who Want The Smoke?,Lil Yachty,7/15/2018,gr,3LR0t8XqZ1FUj6nj01sXN0
11,Kream (feat. Tyga),Iggy Azalea,7/15/2018,gr,7sP1vX19yRk9To0a7aJDzn
12,Playboy,TOQUEL,7/15/2018,gr,495OctlRWt8OcOTOpTl4sl
13,Jackie Chan,Tiësto,7/15/2018,gr,4kWO6O1BUXcZmaxitpVUwp
14,Girls Like You (feat. Cardi B),Maroon 5,7/15/2018,gr,7fa9MBXhVfQ8P8Df9OEbD8
15,Bed (feat. Ariana Grande),Nicki Minaj,7/15/2018,gr,1ZEm9cJC05rawV2tptNfTS
16,Millidelphia (feat. Swizz Beatz),Meek Mill,7/15/2018,gr,1dQ84P0W0lOckT02lPEhhP
17,Lucid Dreams,Juice WRLD,7/15/2018,gr,0s3nnoMeVWz3989MkNQiRf
18,Agapo Simeni,Giorgos Mazonakis,7/15/2018,gr,5kMtCT2rpD26KCiHFu5VqY
19,Just For A Moment (feat. Iselin),Gryffin,7/15/2018,gr,4JAX1qhCBGkO1IM9woosbZ
20,Dangerous (feat. Jeremih and PnB Rock),Meek Mill,7/15/2018,gr,1lL7Sj9AitQT7YWXs6obEq
21,Stay Up,Sophie Francis,7/15/2018,gr,0yHbRupKbD9LF7bHWVGyzi
22,What If,Johnny Orlando,7/15/2018,gr,4v7DgEMw6EvYyuQ4eWFD9l
23,Three Lions,"Baddiel, Skinner & Lightning Seeds",7/15/2018,gr,0Ai6qtPfiEYGCqBGJYWD1W
24,Sta Hilia Hronia Mia Fora,Ilias Kampakakis,7/15/2018,gr,6TX0BFrM0Hhqf2nNdop9Um
25,X - Remix,Nicky Jam,7/15/2018,gr,6JjPBQfI2Y8nIjnm65X6Pw
26,Tandava - Blazy & Gottinari Remix,Shanti People,7/15/2018,gr,2BmwXAUDtEzKw4RGtHJu5B
27,Nonstop,Drake,7/15/2018,gr,2Vx8E3K5icPZR7OCklWBXX
28,High Hopes,Panic! At The Disco,7/15/2018,gr,1rqqCSm0Qe4I9rUvWncaom
29,Rise,Jonas Blue,7/15/2018,gr,3u1S1OmAUhx5DRlLrXqyp3
30,1999 WILDFIRE,BROCKHAMPTON,7/15/2018,gr,1t4pPnbkOjzoA5RvsDjvUU
31,Boo'd Up,Ella Mai,7/15/2018,gr,0At2qAoaVjIwWNAqrscXli
32,Connection,OneRepublic,7/15/2018,gr,3T4UodGkfZObJ43RtA5KFU
33,Dinero,Jennifer Lopez,7/15/2018,gr,22mQXNE0nCuWq4yOwcadIn
34,Talk,Why Don't We,7/15/2018,gr,4HYNtH7n3TrbbtRa94sA0K
35,GHOST,Jaden Smith,7/15/2018,gr,0aWMostcnfyjuCEcO7sTz5
36,De S' Agapao,Nikos Oikonomopoulos,7/15/2018,gr,1IgfTnHGQmjZ021FnY7iqR
37,Sin Pijama,Becky G,7/15/2018,gr,2ijef6ni2amuunRoKTlgww
38,Make You Believe In Love,Marcus & Martinus,7/15/2018,gr,2h0ePo6KpVO9ixXNAFfsRL
39,Arhes Kalokeriou,Tamta,7/15/2018,gr,4QLHDWnuR74omPrpD8tksK
40,I Like It,Cardi B,7/15/2018,gr,58q2HKrzhC3ozto2nDdN4z
41,Take You Home,Jon,7/15/2018,gr,6V7dNVUExZ1z1TCHYxLrHg
42,ocean eyes,Billie Eilish,7/15/2018,gr,7hDVYcQq6MxkdJGweuCtl9
43,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,7/15/2018,gr,7IBSffWIu7P2MC7kMwy2FM
44,Drug Addicts,Lil Pump,7/15/2018,gr,6tpHfEM8eaETzlPOARYWfZ
45,Lie,NF,7/15/2018,gr,07FkzikE6FuHIa8Ma7zJGc
46,Caramela - Greek Version,Eleni Foureira,7/15/2018,gr,6mtVvdE32oGy4itwSRWuD7
47,La Cintura,Alvaro Soler,7/15/2018,gr,19MBk3PbNFE36wqIqkMq9H
48,TAlk tO Me (with Rich The Kid),Tory Lanez,7/15/2018,gr,49NhxprbG9oTtMunQCSXxA
49,Freaking Out,A R I Z O N A,7/15/2018,gr,5boqkVlc0CWhfTjksnpc1X
50,Body,Loud Luxury,7/15/2018,gr,43V1z6QToNNWNldV4FEG6r
1,My Story,Loren Gray,8/15/2018,gr,7A6d1s5kEY08IXBWwbqWJ1
2,In My Mind,Dynoro,8/15/2018,gr,0E9ZjEAyAwOXZ7wJC0PD33
3,Majesty (with Labrinth & feat. Eminem),Nicki Minaj,8/15/2018,gr,38TgLPNHsPzgqri5G4SPun
4,LAMB TALK,Quavo,8/15/2018,gr,3nmfktGzQJe0B77Ilcce1o
5,Beautiful (feat. Camila Cabello),Bazzi,8/15/2018,gr,4VUwkH455At9kENOfzTqmF
6,SICKO MODE,Travis Scott,8/15/2018,gr,2xLMifQCjDGFmkHkpNLD9h
7,Taking A Walk,Trippie Redd,8/15/2018,gr,4mHgYpuGHu99Mw69E83CP2
8,WORKIN ME,Quavo,8/15/2018,gr,33tNYw9oMtSkGe27NpgS64
9,No Brainer,DJ Khaled,8/15/2018,gr,5WvAo7DNuPRmk4APhdPzi8
10,Shake It Up,Trippie Redd,8/15/2018,gr,6yz0Jndhv0QjKdpcEMbOjz
11,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,8/15/2018,gr,3DGar7krWlmrXRFHBcQF6z
12,Ganja Burn,Nicki Minaj,8/15/2018,gr,3LHYmz86DxGInsRp3wiiW5
13,Later Bitches,The Prince Karma,8/15/2018,gr,0uL88Lp7C6i2WGHub1zrJ9
14,All Night Long,JST FRNDS,8/15/2018,gr,6wnYRj6VDtrPobW9ob3XWs
15,Thunderclouds,Sia,8/15/2018,gr,5a8RPWgKSmcGBGcffmIrUi
16,Eastside (with Halsey & Khalid),benny blanco,8/15/2018,gr,0d2iYfpKoM0QCKvcLCkBao
17,Pull Up (feat. NAV),A Boogie Wit da Hoodie,8/15/2018,gr,0WnV4YotgHecDIzfihlcjn
18,Tie Me Down (with Elley Duhé),Gryffin,8/15/2018,gr,4QVS8YCpK71R4FsxSMCjhP
19,Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,Manu Pilas,8/15/2018,gr,3lWzVNe1yFZlkeBBzUuZYu
20,In My Feelings,Drake,8/15/2018,gr,2G7V7zsVDxg1yRsu7Ew9RJ
21,Thought I Knew You (feat. The Weeknd),Nicki Minaj,8/15/2018,gr,5vAEnWrHxLv78uwZrAJcX6
22,BUBBLE GUM,Quavo,8/15/2018,gr,4CSJ8Fd00PgZaDIRrOGWMA
23,Be Alright,Dean Lewis,8/15/2018,gr,3EPXxR3ImUwfayaurPi3cm
24,Barbie Dreams,Nicki Minaj,8/15/2018,gr,6Poyf51k7W3NKnsGwAI90B
25,Happy Now,Zedd,8/15/2018,gr,4keoy2fqgwGnbWlm3ZVZFa
26,My Life Is Going On - Música Original De La Serie De TV La Casa De Papel / Money Heist,Cecilia Krull,8/15/2018,gr,5ZEQjTroORCu6uWvZrdeNc
27,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,8/15/2018,gr,2E124GmJRnBJuXbTb4cPUB
28,When I Kissed The Teacher,Lily James,8/15/2018,gr,1WOBzx0R3hyphrI1AUv4Zu
29,Taste (feat. Offset),Tyga,8/15/2018,gr,5IaHrVsrferBYDm0bDyABy
30,Thru These Tears,LANY,8/15/2018,gr,4gB61mP4tNChn4LgfquMhi
31,Pretty Girl,Stefflon Don,8/15/2018,gr,7tn8Tdh4FhGbCrv3CEVxVr
32,Stin Kardia - MAD VMA Version,Themis Adamantidis,8/15/2018,gr,6sbxCGSgzcPXqU2A6VSrc2
33,100 Eura,Skive,8/15/2018,gr,5HMHIezfMQdnlz52Ruglai
34,Together,Trippie Redd,8/15/2018,gr,6m3LlhdZ0HWn4D7Nnm06MQ
35,Mi Cama - Remix,Karol G,8/15/2018,gr,38QmUDpkoYlNbMKvpvAsrE
36,We Don't Care,Sigala,8/15/2018,gr,59D6pNWyn8UXPpos5fbAqm
37,Could've Been (feat. Bryson Tiller),H.E.R.,8/15/2018,gr,6lzLjIOyWTyTJvk0jraYee
38,Jackie Chan,Tiësto,8/15/2018,gr,4kWO6O1BUXcZmaxitpVUwp
39,Levitate,Twenty One Pilots,8/15/2018,gr,0bfKYrMLEDJ4fvcxzrMIwB
40,Kept Back (feat. Lil Pump) - Bonus Track,Gucci Mane,8/15/2018,gr,384Oc8MQzITdL2DGyCeivN
41,Keef,iLLEOo,8/15/2018,gr,6bY6dH41XY2EDvXsIGLT7J
42,Better,Chantel Jeffries,8/15/2018,gr,45wselE9lcQ48i2GbAETWx
43,Coco Chanel (feat. Foxy Brown),Nicki Minaj,8/15/2018,gr,5NjcvFJsahRqqSvNvTVJX4
44,If We Have Each Other,Alec Benjamin,8/15/2018,gr,2yQbzfcs28JrjKqxqAboEg
45,Next To Me,Axel Johansson,8/15/2018,gr,0jvqmWRCyv7xnxqrtinbHJ
46,Losing It,FISHER,8/15/2018,gr,6ho0GyrWZN3mhi9zVRW7xi
47,I O U,You Me At Six,8/15/2018,gr,1JGu6CJfwKTqJCvkyCUPII
48,Mala Mía,Maluma,8/15/2018,gr,62o8KoI44JfN7aYxgTnPvh
49,6 Days,Mahmut Orhan,8/15/2018,gr,5ilKR6ucV43TXQFLoLVpsb
50,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,8/15/2018,gr,2lYTJK94hb0fd1LQtb6Dhk
1,Promises (with Sam Smith),Calvin Harris,9/15/2018,gr,5N5k9nd479b1xpDZ4usjrg
2,Self Care,Mac Miller,9/15/2018,gr,5bJ1DrEM4hNCafcDd1oxHx
3,Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,Manu Pilas,9/15/2018,gr,3lWzVNe1yFZlkeBBzUuZYu
4,Natural,Imagine Dragons,9/15/2018,gr,4zIO3ilp5HvTeK3HJHxhMP
5,Thunderclouds,Sia,9/15/2018,gr,5a8RPWgKSmcGBGcffmIrUi
6,Be Alright,Dean Lewis,9/15/2018,gr,3EPXxR3ImUwfayaurPi3cm
7,Happier,Marshmello,9/15/2018,gr,2dpaYNEQHiRxtZbfNsse99
8,My Life Is Going On - Música Original De La Serie De TV La Casa De Papel / Money Heist,Cecilia Krull,9/15/2018,gr,5ZEQjTroORCu6uWvZrdeNc
9,breathin,Ariana Grande,9/15/2018,gr,4OafepJy2teCjYJbvFE60J
10,SICKO MODE,Travis Scott,9/15/2018,gr,2xLMifQCjDGFmkHkpNLD9h
11,Bella ciao - HUGEL Remix,El Profesor,9/15/2018,gr,1MFSD0AkPk8Yq7TDEhrHcb
12,Sweet but Psycho,Ava Max,9/15/2018,gr,25sgk305KZfyuqVBQIahim
13,In My Mind,Dynoro,9/15/2018,gr,0E9ZjEAyAwOXZ7wJC0PD33
14,Later Bitches,The Prince Karma,9/15/2018,gr,0uL88Lp7C6i2WGHub1zrJ9
15,Eastside (with Halsey & Khalid),benny blanco,9/15/2018,gr,0d2iYfpKoM0QCKvcLCkBao
16,Beautiful (feat. Camila Cabello),Bazzi,9/15/2018,gr,4VUwkH455At9kENOfzTqmF
17,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,9/15/2018,gr,2E124GmJRnBJuXbTb4cPUB
18,Tie Me Down (with Elley Duhé),Gryffin,9/15/2018,gr,4QVS8YCpK71R4FsxSMCjhP
19,Losing It,FISHER,9/15/2018,gr,6ho0GyrWZN3mhi9zVRW7xi
20,What's the Use?,Mac Miller,9/15/2018,gr,2dgrYdgguVZKeCsrVb9XEs
21,Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,9/15/2018,gr,0kCBorRrKZkSztd9m0QI3r
22,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,9/15/2018,gr,3DGar7krWlmrXRFHBcQF6z
23,Feels Like Summer,Childish Gambino,9/15/2018,gr,7p4vHnYXkxlzvfePJVpcTr
24,Stin Kardia - MAD VMA Version,Themis Adamantidis,9/15/2018,gr,6sbxCGSgzcPXqU2A6VSrc2
25,Mala Mía,Maluma,9/15/2018,gr,62o8KoI44JfN7aYxgTnPvh
26,Blah Blah Blah,Armin van Buuren,9/15/2018,gr,0tp6mwUt99QnfY95T30Lqj
27,Mo Bamba,Sheck Wes,9/15/2018,gr,3QybPutx0Tjk472bBKjNWn
28,Trip,Ella Mai,9/15/2018,gr,7noud145AHZGg74vpWOsCa
29,Giati,Melisses,9/15/2018,gr,0jB3HjnsEVcbBPSt7q5coh
30,Quiere Beber,Anuel Aa,9/15/2018,gr,3rPAD722s5FFNnwjC91t7Z
31,Sundroina feat. Jinadu - Jimi Jules Remix,Ed Ed,9/15/2018,gr,3MmwRkIeHNZhwH9HY4lBqZ
32,Shake It Up,Trippie Redd,9/15/2018,gr,6yz0Jndhv0QjKdpcEMbOjz
33,Come Back to Earth,Mac Miller,9/15/2018,gr,01z2fBGB8Hl3Jd3zXe4IXR
34,Yaya,MG,9/15/2018,gr,7zRFAjJFhjmrRaBGoGJTkz
35,Feugo Tin Kano,Above The Hood,9/15/2018,gr,1yPK67XIzErc0jQ1JEA9r2
36,"Kiki, Do You Love Me?",Fritz Hagen,9/15/2018,gr,4M9pFmOvJMcp2y9btfBtm4
37,LOCO,Machine Gun Kelly,9/15/2018,gr,3JvjOom5SJOxzBPcxRZPbv
38,Ni**as In Paris,JAY Z,9/15/2018,gr,2KpCpk6HjXXLb7nnXoXA5O
39,Euharisto,Above The Hood,9/15/2018,gr,5SenDrJYgBD8ZtsKbAyq6C
40,Darkside,Alan Walker,9/15/2018,gr,1snWlbcbgQpJfknoI30DWG
41,Nephew (feat. Lil Pump),Smokepurpp,9/15/2018,gr,0ibOcbkp2XG46Do8jcy0bL
42,Wat U On (feat. Gunna),Moneybagg Yo,9/15/2018,gr,4B8T2F8aKcuMW6EmNnbMY9
43,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,9/15/2018,gr,2zy9TMoZlYGuCNY4TLqG24
44,Sta Hilia Hronia Mia Fora,Ilias Kampakakis,9/15/2018,gr,6TX0BFrM0Hhqf2nNdop9Um
45,High On Life (feat. Bonn),Martin Garrix,9/15/2018,gr,4ut5G4rgB1ClpMTMfjoIuy
46,Agapi,Dramamini,9/15/2018,gr,4bXYuWqQ4vYlQtkwrtmBr1
47,Lean Wit Me,Juice WRLD,9/15/2018,gr,29tc0GbW0pTSBZSCZF3NWk
48,Ned Flanders (feat. A$AP Ferg),MadeinTYO,9/15/2018,gr,6f5i916F3jU6BhOOD7iGqf
49,Love Is The Drug,Roxy Music,9/15/2018,gr,3wtMkvedoWMQ3XTKv7tqcZ
50,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,9/15/2018,gr,7ycWLEP1GsNjVvcjawXz3z
1,Ksero Mana,Saske,10/15/2018,gr,5HWolqY3ip2Bh7rS6UJ5c0
2,Falling Down - Bonus Track,Lil Peep,10/15/2018,gr,0Dn40gxVCMo5TkgS8Ik18Q
3,Gigi,Rina,10/15/2018,gr,3o8iPofGw7RfVfhRSBSV5e
4,Let You Love Me,Rita Ora,10/15/2018,gr,6xtcFXSo8H9BZN637BMVKS
5,My Life Is Going On - Música Original De La Serie De TV La Casa De Papel / Money Heist,Cecilia Krull,10/15/2018,gr,5ZEQjTroORCu6uWvZrdeNc
6,No Stylist,French Montana,10/15/2018,gr,04MLEeAMuV9IlHEsD8vF6A
7,Better,Khalid,10/15/2018,gr,4T3fNx3CgwDRRYgmFCbD4J
8,Sweet but Psycho,Ava Max,10/15/2018,gr,25sgk305KZfyuqVBQIahim
9,SLOW DANCING IN THE DARK,Joji,10/15/2018,gr,0UyljEbX9dqI1K0sqdv6B6
10,151 Rum,JID,10/15/2018,gr,5NiqIB4BwRpoU1V6U195OU
11,I Love It (& Lil Pump),Kanye West,10/15/2018,gr,4S8d14HvHb70ImctNgVzQQ
12,Killshot,Eminem,10/15/2018,gr,1jo3TwNGCXfNdB5uba3ZVv
13,Happier,Marshmello,10/15/2018,gr,2dpaYNEQHiRxtZbfNsse99
14,Bella ciao - HUGEL Remix,El Profesor,10/15/2018,gr,1MFSD0AkPk8Yq7TDEhrHcb
15,Venom - Music From The Motion Picture,Eminem,10/15/2018,gr,2SL6oP2YAEQbqsrkOzRGO4
16,Quiere Beber,Anuel Aa,10/15/2018,gr,3rPAD722s5FFNnwjC91t7Z
17,Love No More,Loud Luxury,10/15/2018,gr,15fZrZhdK0g1BS9sDeW6sD
18,Electricity (with Dua Lipa),Silk City,10/15/2018,gr,5N4erncE7kuUccm7zEmwzk
19,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,10/15/2018,gr,15kQGEy89K8deJcZVFEn0N
20,You,Jacquees,10/15/2018,gr,01jIO8SJFnpSiNLH1JaBZ5
21,Supergirl,Reamonn,10/15/2018,gr,3FhNJaCNypOAnZccdYGAWN
22,Promises (with Sam Smith),Calvin Harris,10/15/2018,gr,5N5k9nd479b1xpDZ4usjrg
1,"thank u, next",Ariana Grande,12/15/2018,gr,2rPE9A1vEgShuZxxzR2tZH
2,In My Head,Peter Manos,12/15/2018,gr,1tT55K6VEyO6XFDxK4lDQe
3,SOLO,JENNIE,12/15/2018,gr,2wVDWtLKXunswWecARNILj
4,Adan y Eva,Paulo Londra,12/15/2018,gr,6FyRXC8tJUh863JCkyWqtk
5,Mosca,Light,12/15/2018,gr,7Es7jQlj2l3MMkEXCNHFnJ
6,Bitch Lasagna,Party in Backyard,12/15/2018,gr,0xGl8HKFncXK7aFZRTGZsr
7,Trampoline,SHAED,12/15/2018,gr,0lsRatBUs9HNIZAmoGABzk
8,Without Me,Halsey,12/15/2018,gr,5p7ujcrUXASCNwRaWNHR1C
9,10 Freaky Girls (with 21 Savage),Metro Boomin,12/15/2018,gr,0AluA5RNsa4Cx6XRhf2hWZ
10,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,12/15/2018,gr,1A6OTy97kk0mMdm78rHsm8
11,Hurts Like Hell (feat. Offset),Madison Beer,12/15/2018,gr,3WefHNGtjexZvi66ZEx9u4
12,So Close,NOTD,12/15/2018,gr,7FjZU7XFs7P9jHI9Z0yRhK
13,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,12/15/2018,gr,5JEx7HbmvHQQswJCsoo9rA
14,Space Cadet (feat. Gunna),Metro Boomin,12/15/2018,gr,1fewSx2d5KIZ04wsooEBOz
15,Don't Come Out The House (with 21 Savage),Metro Boomin,12/15/2018,gr,2Grb4G6t9VIqo6moKUloom
16,POP/STARS,K/DA,12/15/2018,gr,5sbooPcNgIE22DwO0VNGUJ
17,Someone You Loved,Lewis Capaldi,12/15/2018,gr,2TIlqbIneP0ZY1O0EzYLlc
18,Calma - Remix,Pedro Capó,12/15/2018,gr,5iwz1NiezX7WWjnCgY5TH4
19,Shea Butter Baby (with J. Cole),Ari Lennox,12/15/2018,gr,1CVAENDG5VY05pEHh0ViXL
20,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,12/15/2018,gr,2LskIZrCeLxRvCiGP8gxlh
21,La Di Da,Lennon Stella,12/15/2018,gr,2YyvWje3cEYyqgYhNUIaBJ
22,Leave Me Alone,Flipp Dinero,12/15/2018,gr,14mHfNsSHN0FbLftyjrV9g
23,ZEZE (feat. Travis Scott & Offset),Kodak Black,12/15/2018,gr,0FZ4Dmg8jJJAPJnvBIzD9z
24,Spasto,Joker Two-Face,12/15/2018,gr,7M43TCfa2PZUYW0YWhvlgz
25,Sweet but Psycho,Ava Max,12/15/2018,gr,25sgk305KZfyuqVBQIahim
26,Shallow,Lady Gaga,12/15/2018,gr,2VxeLyX666F8uXCJ0dZF8B
27,Tempo,EXO,12/15/2018,gr,4EjUFjzi4ErWjklOA3Aslu
28,Moët Apo Xthes,RAF,12/15/2018,gr,6LABPxkAoHnnopuNVIh78E
29,when the party's over,Billie Eilish,12/15/2018,gr,14JzyD6FlBD5z0wV5P07YI
30,"Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)",Mike WiLL Made-It,12/15/2018,gr,23dwrzeJtEEGl2U4CPWSor
31,The Love Me Or Die,C.W. Stoneking,12/15/2018,gr,1th3PrxWqMrDJeCxHL6gH1
32,Gigi,Rina,12/15/2018,gr,3o8iPofGw7RfVfhRSBSV5e
33,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,12/15/2018,gr,6mQLN3zRtAp6ovjusyYKrV
34,Mo Bamba,Sheck Wes,12/15/2018,gr,1xzBco0xcoJEDXktl7Jxrr
